<<<<<<< HEAD
34,EL00004-20240409,AppleIPhone 15 Pro Max 512GB,"The AppleiPhone 15 Pro max has a titanium Frame. It has a 6.7 inches LTPO Super Retina XDR OLED display with 120Hz refresh rate, This Phone is Powered by hexa core CPU based on the A17 Pro (3 nm) chipset. It has 8GB of RAM and up to 256GB of internal storage. The Quad camera setup on the back includes 48+ 12 +12 MP + TOF. and 12MP Front Camera. The device has power packed 4852mAh battery that sports a 45W wired and 15W wireless (MagaSafe) charger.",,599,United States,1,Box,ELECTRONICS,,,170.171.1.255,,,0.92,0,,asifiyah,
=======
8.OD：5.2mm",,5.99,China,10,Piece,ELECTRONICS,,,118.249.214.46,,,0.6,1,,laserdow,
33,EL00003-20240409,"100% Free Shipping Mobile Iphons 14,12,11 Pro Max 1TB Super Retina OLED Display Unlocked Phoneing","We sell at best prices and our vehicles has no defect, has clean title and no accident. We deliver the car to preferred
destination",,300,United States,1,Unit,ELECTRONICS,,,170.171.1.255,,,0.91,0,,asifiyah,
34,EL00004-20240409,AppleIPhone 15 Pro Max 512GB,"The AppleiPhone 15 Pro max has a titanium Frame. It has a 6.7 inches LTPO Super Retina XDR OLED display with 120Hz refresh rate, This Phone is Powered by hexa core CPU based on the A17 Pro (3 nm) chipset. It has 8GB of RAM and up to 256GB of internal storage. The Quad camera setup on the back includes 48+ 12 +12 MP + TOF. and 12MP Front Camera. The device has power packed 4852mAh battery that sports a 45W wired and 15W wireless (MagaSafe) charger.",,599,United States,1,Box,ELECTRONICS,,,170.171.1.255,,,0.92,0,,asifiyah,
>>>>>>> 15fb48aec3b88996044c30b04e07a2761ed1910d
35,EL00005-20240409,Samsung UN60ES6100 60-Inch 1080p 240 LED HDTV,"Product Features
·Smart TV
·Signature Services
·Built-in WiFi
·ConnectShare Movie
·AllShare Play
Technical Details
·Brand Name: Samsung
·Model: UN60ES6100
·Display Technology: LED-lit
·Display Size: 60 inches
·Image Aspect Ratio: 16:09
Product Details
·Product Dimensions: 12.2 x 54.1 x 34.5 inches ; 59.1 pounds
·Shipping Weight: 60 pounds
·ASIN: B0079EVQ2Q
<<<<<<< HEAD
·Item model number: UN60ES6100",,366,China,1,Unit,ELECTRONICS,,,118.249.214.46,,,0.93,0,,glonria18,
36,EL00006-20240409,Solarparts Flexible Solar Panel 100w/19.8v 1060*530*3mm,"Our solar panels are certified by FCC, RoHS, CE, ISO, IEC. Advanced Security, Qualified quality, Environmental protection, and energy- saving. Made with SP highest-efficiency solar cells, our Solarparts@_Flexible Series Solar Panel delivers the most power and highest charging efficiency in their product class. SP cells are different from conventional cells. Traditional cells are prone to cracking when bent or impacted, resulting in power loss, but flexible panels made with SP cells can resist power loss due to bending and squeezing. Solarparts@_Flexible Series Solar Panels are the best choice for customers due to the combination of high power and cell ruggedness.",,49,China,100,Piece,ELECTRONICS,,,182.39.189.218,,,0.4,1,,glonria18,
=======
·Item model number: UN60ES6100",,366,China,1,Unit,ELECTRONICS,,,118.249.214.46,,,0.93,0,,glonria18,
36,EL00006-20240409,Solarparts Flexible Solar Panel 100w/19.8v 1060*530*3mm,"Our solar panels are certified by FCC, RoHS, CE, ISO, IEC. Advanced Security, Qualified quality, Environmental protection, and energy- saving. Made with SP highest-efficiency solar cells, our Solarparts@_Flexible Series Solar Panel delivers the most power and highest charging efficiency in their product class. SP cells are different from conventional cells. Traditional cells are prone to cracking when bent or impacted, resulting in power loss, but flexible panels made with SP cells can resist power loss due to bending and squeezing. Solarparts@_Flexible Series Solar Panels are the best choice for customers due to the combination of high power and cell ruggedness.",,49,China,100,Piece,ELECTRONICS,,,182.39.189.218,,,0.4,1,,glonria18,
>>>>>>> 15fb48aec3b88996044c30b04e07a2761ed1910d
37,EL00007-20240409,Hansheng Power Tools Electric Demolition,"Electric Breaker Heavy Duty Concrete Crusher

We offer electric demolition electric jack hammer demolition hammer.

<<<<<<< HEAD
We have been committed to the development of power tools for many years, and our business covers most of Europe, Asia, Oceania, South America and African markets. We look forward to becoming your long-term partner in China.",,86,China,200,Piece,ELECTRONICS,,,182.39.189.218,,,0.3,1,,glonria18,
38,EL00008-20240409,Laptop for Gamming,"Apple mackbook pro 7th generation in sealed pack box and warranty with free delivery to your home address.

product comes with complete pack box",,270,Chile,2,Box,ELECTRONICS,,,166.110.255.255,,,0.94,0,,xt2612,
=======
We have been committed to the development of power tools for many years, and our business covers most of Europe, Asia, Oceania, South America and African markets. We look forward to becoming your long-term partner in China.",,86,China,200,Piece,ELECTRONICS,,,182.39.189.218,,,0.3,1,,glonria18,
38,EL00008-20240409,Laptop for Gamming,"Apple mackbook pro 7th generation in sealed pack box and warranty with free delivery to your home address.

product comes with complete pack box",,270,Chile,2,Box,ELECTRONICS,,,166.110.255.255,,,0.94,0,,xt2612,
>>>>>>> 15fb48aec3b88996044c30b04e07a2761ed1910d
39,EL00009-20240409,Scrap Battery Lead Acid Dry (Drained Lead Scrap Battery),"Scrap  battery  Super Lead Acid Dry 12 V drained  Battery for cars

  



1.Tech Specification
 

1. Capacity.: 36AH to 220ah

2. Voltage: 12V

3. Applications: starting battery for cars, buses, trucks and other vehicles

4. Certificate: ISO, CE, SASO, SONCAP etc

<<<<<<< HEAD
5. Packaging: cartons & pallets",,220,Thailand,27,Ton,ELECTRONICS,,,101.108.143.79,,,0.6,1,,xt2612,
40,EL00010-20240409,Greenworks 24V Speed Cordless 90130MPH Leaf Blower with Battery and Charger,"* This product is guaranteed to work perfectly in good condition. If for some reason you are unhappy with your purchase notify us within 90 days after you receive the item.

* All returned items must be in their original condition ",,30,United States,4,Unit,ELECTRONICS,,,170.171.1.255,,,0.4,1,,asifiyah,
41,CO00001-20240409,Dr.Lee Flower Ampoule Series,"Dr. Lee is a Medical Beauty Brand founded by dermatologist who worked for 30years in that field.

Also he founded Lee Ji Ham dermatologist & Cosmetics that specialize in trouble care such as acne treatment.",,13,Korea,3000,Carton,COSMETIC,,,218.239.246.20,,,0.3,1,,doyeonkim,
42,CO00002-20240409,Manla Kar,"Manla Kar Collagen is a high-purity, high-concentration collagen that is closest to the natural form of collagen. It is also a multi-collagen that is naturally absorbed into the skin and freely fused between cells. It promotes skin regeneration, supplies nutrients and moisture, and activates cell metabolism to make the skin shiny and elastic.",,35,Korea,1,Box,COSMETIC,,,218.239.246.20,,,0.6,1,,doyeonkim,
43,CO00003-20240409,Nars Light Reflecting Foundation MONT BLANC Light Authentic New,"ORDER NOW AND GET YOUR 10% DISCOUNT FREE

100% Guaranteed Fast shipping",,3,United States,500,Unit,COSMETIC,,,170.171.1.255,,,0.3,1,,goldspread8,
=======
5. Packaging: cartons & pallets",,220,Thailand,27,Ton,ELECTRONICS,,,101.108.143.79,,,0.6,1,,xt2612,
40,EL00010-20240409,Greenworks 24V Speed Cordless 90130MPH Leaf Blower with Battery and Charger,"* This product is guaranteed to work perfectly in good condition. If for some reason you are unhappy with your purchase notify us within 90 days after you receive the item.

* All returned items must be in their original condition ",,30,United States,4,Unit,ELECTRONICS,,,170.171.1.255,,,0.4,1,,asifiyah,
41,CO00001-20240409,Dr.Lee Flower Ampoule Series,"Dr. Lee is a Medical Beauty Brand founded by dermatologist who worked for 30years in that field.

Also he founded Lee Ji Ham dermatologist & Cosmetics that specialize in trouble care such as acne treatment.",,13,Korea,3000,Carton,COSMETIC,,,218.239.246.20,,,0.3,1,,doyeonkim,
42,CO00002-20240409,Manla Kar,"Manla Kar Collagen is a high-purity, high-concentration collagen that is closest to the natural form of collagen. It is also a multi-collagen that is naturally absorbed into the skin and freely fused between cells. It promotes skin regeneration, supplies nutrients and moisture, and activates cell metabolism to make the skin shiny and elastic.",,35,Korea,1,Box,COSMETIC,,,218.239.246.20,,,0.6,1,,doyeonkim,
43,CO00003-20240409,Nars Light Reflecting Foundation MONT BLANC Light Authentic New,"ORDER NOW AND GET YOUR 10% DISCOUNT FREE

100% Guaranteed Fast shipping",,3,United States,500,Unit,COSMETIC,,,170.171.1.255,,,0.3,1,,goldspread8,
>>>>>>> 15fb48aec3b88996044c30b04e07a2761ed1910d
44,CO00004-20240409,Neutrogena Makeup Remover Wipes Singles Daily Facial Cleanser Towelettes Gently Removes Oil & Make,"for any information on order please kindly contact ON WHATSAPP +1(706)538-8133 .



<<<<<<< HEAD
Neutrogena Makeup Remover Wipes Singles Daily Facial Cleanser Towelettes Gently Removes Oil & Make",,1,United States,500,Unit,COSMETIC,,,170.171.1.255,,,0.5,1,,goldspread8,
=======
Neutrogena Makeup Remover Wipes Singles Daily Facial Cleanser Towelettes Gently Removes Oil & Make",,1,United States,500,Unit,COSMETIC,,,170.171.1.255,,,0.5,1,,goldspread8,
>>>>>>> 15fb48aec3b88996044c30b04e07a2761ed1910d
45,CO00005-20240409,Essence Lash Mascara Black Brown Color,"
send us a text message or call us directly for fast response .





<<<<<<< HEAD
WHATSAPP NUMBER: :+19045301466",,2,United States,50,Unit,COSMETIC,,,170.171.1.255,,,0.4,1,,goldspread8,
46,CO00006-20240409,ETUDE HOUSE Play Color Eyes #Pink Muhly Romance,Autumn pink muhly 9-COLOR EYE SHADOW palette invites new romance by coloring the eyes with romantic mood and sunset glow to fit everyone,,10,United States,100,Unit,COSMETIC,,,170.171.1.255,,,0.6,1,,jooyoungyoon,
=======
WHATSAPP NUMBER: :+19045301466",,2,United States,50,Unit,COSMETIC,,,170.171.1.255,,,0.4,1,,goldspread8,
46,CO00006-20240409,ETUDE HOUSE Play Color Eyes #Pink Muhly Romance,Autumn pink muhly 9-COLOR EYE SHADOW palette invites new romance by coloring the eyes with romantic mood and sunset glow to fit everyone,,10,United States,100,Unit,COSMETIC,,,170.171.1.255,,,0.6,1,,jooyoungyoon,
>>>>>>> 15fb48aec3b88996044c30b04e07a2761ed1910d
47,CO00007-20240409,NEW LANEIGE Lip Glowy Balm,"send us a text message or call us directly for fast response .





<<<<<<< HEAD
WHATSAPP NUMBER: :+19045301466",,2,United States,50,unit,COSMETIC,,,170.171.1.255,,,0.4,1,,jooyoungyoon,
48,CO00008-20240409,Cover Fit Cushion,"Skin fitting lightweight product that covers flaws and pores without lifting or becoming cakey. Delicately fits along the skin texture for a smooth, non-sticky look.",,24.93,Korea,1,Piece,COSMETIC,,,218.239.246.20,,,0.3,1,,jooyoungyoon,
49,CO00009-20240409,Black Kong Aloe Vera UV Lip Balm SPF30,"Contains moisturizing Aloe Vera. Water-resistent and sweat-proof. Protects your lips from UV rays and wind, and prevents chapping due to drying.  ",,1.25,United States,20000,Piece,COSMETIC,,,170.171.1.255,,,0.3,1,,heejinkim,
=======
WHATSAPP NUMBER: :+19045301466",,2,United States,50,unit,COSMETIC,,,170.171.1.255,,,0.4,1,,jooyoungyoon,
48,CO00008-20240409,Cover Fit Cushion,"Skin fitting lightweight product that covers flaws and pores without lifting or becoming cakey. Delicately fits along the skin texture for a smooth, non-sticky look.",,24.93,Korea,1,Piece,COSMETIC,,,218.239.246.20,,,0.3,1,,jooyoungyoon,
49,CO00009-20240409,Black Kong Aloe Vera UV Lip Balm SPF30,"Contains moisturizing Aloe Vera. Water-resistent and sweat-proof. Protects your lips from UV rays and wind, and prevents chapping due to drying.  ",,1.25,United States,20000,Piece,COSMETIC,,,170.171.1.255,,,0.3,1,,heejinkim,
>>>>>>> 15fb48aec3b88996044c30b04e07a2761ed1910d
50,CO00010-20240409,Matte Lipstick 6 Color,"The beau matte lipstick is creamy, never dry, matte lipsticks in 6 shades that will perfectly goes with any occasion. Load your lips with plush, pigment-rich color choosing from the new shades of Matte Lipstick.​The design is also luxurious with yellow as the main color tone, the compact lipstick body you can easily take anywhere With 6 youthful and dynamic tones to bring you a trendy style like stars.
The matteness of the lipstick can be kept for 8 - 12 hours Although it is matte lipstick, it still has a light balm that makes you feel comfortable without having to dry lips and lumps​",,1.05,Korea,1000,Piece,COSMETIC,,,218.239.246.20,,,0.5,1,,inyoungkim,
